cow_id,rumination_time,water_intake,alerts
8,770.1871511048247,90.35772431090643,1
5,19.60356804628205,87.56534559687819,1
15,716.1618846067205,32.00894708229579,0
2,102.0611035194231,197.91392709691291,0
19,729.648208421219,134.04073765921686,0
3,527.1180905684043,101.86412825161841,0
18,437.25450068309215,46.42563875842764,0
2,690.6663897614291,148.85517090567288,1
18,36.37083374723271,78.0641798986296,1
19,223.47032567557835,198.0077391238399,0
6,616.440142467654,191.59305105538493,1
19,847.2154066308179,155.00043539647407,0
8,381.10763694511695,195.08222814810472,0
0,258.7614726335571,47.95775661713968,1
7,518.7364357889943,77.58561129121269,1
6,622.3152523868414,73.05135909450044,1
17,420.10303140574644,42.24215193808142,1
7,876.7106826597551,195.2785216551475,0
0,523.4387088600134,40.19559472997196,1
10,35.82358757058501,175.63711367903605,0
17,223.05395470619038,160.58744217806267,1
9,450.64703091781456,93.89740487014811,1
2,697.7255190169334,33.197251647065826,0
6,219.75224379258884,31.036303846917818,0
15,976.2574397174211,64.67895291796695,0
15,318.55825818808347,113.95901860574483,1
19,532.4802068605884,107.84469629147573,0
16,18.966384731041174,129.49973801603767,1
1,884.8907214308044,161.23308264232955,0
0,788.8346535251834,94.15028452623497,0
15,195.45800429559267,57.26182823658395,1
11,933.2366912398429,166.00831586083206,1
4,315.83976379740466,86.55741582630584,0
4,692.186288380117,78.76992262486962,0
8,818.9763180165999,159.93304653297,1
8,740.9144612371808,188.80370447413455,1
2,917.5827840298412,185.54341794182866,0
18,864.2747603407084,53.36521239572036,0
15,994.61151409161,115.53688608978094,1
15,182.61141257614554,45.78794823378948,0
2,304.7618012267001,193.36591301408797,0
19,636.22586743163,66.5887405990627,1
0,733.0471858915837,63.5630277101817,0
19,534.6050545557092,181.1105644111015,1
10,73.92836488661492,194.53459437073403,1
16,841.595226800382,148.59748408019362,0
7,960.874356021272,50.57085572886823,1
3,405.51684382639473,112.59545379191455,1
5,224.81248169884606,168.82286599047265,1
7,19.313754962087536,127.32112123040169,0
19,237.29903609358527,52.54112530381689,0
2,699.9187748384222,59.220917415548726,0
15,911.5893876727305,176.90408489191685,1
2,93.51306643176582,119.59495782687219,1
17,553.2591871619298,149.9922515403411,0
13,695.5312485118324,93.42062945962101,0
17,276.3808211062686,120.52254909620305,1
1,569.897039170302,196.10753386590758,0
2,715.2484260057729,86.04951628458348,1
15,837.7192431353768,144.71404967640666,0
8,452.4998508199809,59.32594472318905,0
3,747.8572189189606,50.69578049425666,0
0,301.7829717398497,163.21881891403507,0
3,213.04674677215863,173.49839569781815,1
0,187.31374609066742,143.6129882094006,0
13,358.8727318257262,56.89329238256076,1
15,35.87968178884904,70.89995415923156,1
19,282.9918376652497,184.89987037616896,0
7,652.2228244432282,79.07968829595858,1
6,647.9190471601368,169.20628775350997,1
2,73.55380649149123,78.60933911476828,0
16,287.4156170806201,189.70863678498387,0
0,569.5576646779217,185.4569951822905,0
15,318.55213750310287,37.35473951689395,0
11,417.9880241888735,160.97037776745947,0
18,712.810757115764,58.8084992398492,0
13,9.266829456630044,66.59617640408484,1
5,276.39354408843053,108.17368609635089,1
5,142.37224378501668,127.97408545740652,0
12,127.60918276449173,85.38595222498364,1
18,959.040216447247,127.81517214421557,1
7,376.56033156241773,59.01192312799322,1
1,527.0885849096398,33.7974012447763,0
0,733.8218870696326,127.10814602149973,0
14,47.447474860050185,117.9605941935942,0
0,241.02263855769834,147.24117389290723,0
4,832.1477873437125,140.4697505345302,1
15,861.9906131778811,182.57268463977243,0
18,372.95092064080205,108.1096654274628,0
3,374.86159965176824,31.422810697800145,0
2,756.8968771088819,137.2109558714652,1
16,295.07022674986916,144.77251303254712,1
16,117.09408113999808,118.65414819731485,1
11,257.53545024058343,147.18182794100665,0
13,387.34473163577485,85.00924825014596,0
5,52.204709595098265,55.29741154248346,1
2,478.6802542001748,142.97412287258913,1
8,740.0075127727785,71.68169296663987,1
4,513.7451444804616,107.57370457831482,0
16,71.89534051450697,113.57586420398027,0
13,440.14963134595854,111.12392357962604,1
2,708.9046080428327,131.73635442559248,1
0,58.09665399018993,35.00713051739601,1
19,59.847189726888516,198.24602413811496,0
0,370.6014031809827,151.7727805695571,0
2,194.96396412370908,102.31592290578966,1
17,934.7807913084204,62.52610514934153,1
9,581.3436037397431,43.63014481537057,0
2,287.3253994058962,144.27237150644072,1
7,704.7767291149509,83.88245454295492,0
13,374.92905135932887,69.01133790247756,0
17,132.11564437901004,94.59224580909668,1
14,237.2322298435804,130.79692492731073,0
1,642.7472844593757,144.1898868362802,0
9,51.87610599699166,139.67891179027012,0
1,272.6890400480637,176.7551491936355,0
16,208.31147764217462,67.18876328191959,0
7,201.135110676532,138.24684774351303,0
0,682.7624119759711,47.189443951635994,1
8,825.8169167543646,123.14889728286023,0
10,715.8666080642587,129.2729284232441,0
15,645.7278158005122,66.76034081880951,0
6,916.4517718178639,96.58783209851026,0
9,58.39238042429684,170.62279122924642,0
2,167.48308597624074,55.22953913800379,1
17,414.40685567053214,103.86605359469283,0
12,372.45164350386773,188.56462210594682,0
6,418.05160296302245,115.69851770893216,1
3,206.45490504270603,153.27273101165878,0
12,149.50331558022833,170.56722672444366,1
19,509.19324745792807,64.64164372373372,1
0,928.0525240687937,67.0969300405985,0
7,391.969462349917,158.9605475367252,1
13,43.35321411952808,158.06214548998815,1
15,706.1673428895245,40.23116450873524,0
13,291.10490552717494,84.82470091814395,0
11,245.09500730489208,97.75052362443445,1
18,324.2580006979621,170.93686859009614,1
14,723.8155239078762,101.71658342305537,0
1,818.8193868703041,187.40791136855145,0
1,588.0560673389637,199.42332211390882,0
18,322.4787537195516,162.72344816803943,0
16,310.4782331172782,143.28573722643375,0
19,124.30834990546302,96.62251821781086,1
9,933.3010482351946,41.396705828845676,1
5,638.1393989688196,127.43358858734219,1
14,26.974619855864024,91.48983394247846,1
10,662.3670951866807,89.65267289149841,0
4,447.1534241935079,146.91057296060404,1
0,972.5579630469194,108.81869096142808,1
7,819.068824806407,157.8559536111465,1
11,171.31575383279818,97.68944785651445,0
11,720.1111188748664,55.64677553271565,0
4,485.56600383526336,108.42907945234191,0
6,187.04516366992817,191.67212743531175,0
3,698.739907329949,166.2591869498149,1
5,547.3875786942453,64.97737336247235,1
12,30.373878771570496,96.52108527964026,1
19,646.5879505288259,187.7246561874914,1
14,634.9870898624407,51.028839983516306,1
2,144.08516105146262,73.17154111703911,1
7,348.9877269966929,74.57784979822239,1
19,585.8989707510399,127.05858886253719,1
15,138.7830141067299,99.82466435092488,0
12,852.7233778347565,43.57801457937098,1
17,27.486046287703793,136.96084727810455,1
9,102.83741496935494,46.843236968425536,0
18,116.10691985488408,133.0905384364433,1
16,528.1071259750552,116.19142463842438,1
18,620.1140121686253,113.92367232330314,0
4,403.74079650148656,41.47436170086907,0
8,288.6668276681662,138.6674759702011,1
11,809.3173756255574,103.32444396018623,0
0,68.28598372642014,99.88804078856671,0
0,280.2918611327917,131.39673739115125,0
14,39.11557880397076,133.06217019091306,0
1,13.890134966268008,32.55566027953805,1
15,353.37988693220126,51.28840320454513,0
7,194.82366244493198,70.2080975436025,0
12,268.36585483824626,145.25614666881643,1
0,820.9471574549682,128.04599159503329,0
15,162.9800962492214,158.79695250540814,0
6,780.233367151801,155.9033269424557,0
4,675.0506231463636,175.04108776504563,1
2,326.4455251408327,94.05852641631037,0
11,546.5561451762878,88.66085725116147,0
15,444.43560977453876,171.27261851908875,0
18,128.39531549766537,70.39226075742137,0
4,907.1853217341757,108.39930352451319,0
13,569.6179675857601,63.03536084378245,0
4,880.2400457954549,185.35292616366633,1
14,823.8265118132903,99.32651222642632,0
16,79.77592530942323,66.12277269924081,1
13,207.27066601845246,147.64227639671503,1
19,145.2611143748308,71.58959529578138,1
4,830.7795327869187,190.39561253893797,1
11,862.4466264552024,92.49489251759994,0
15,527.9715098083659,142.9889210573123,0
15,104.17807250800692,88.69163829676027,0
6,135.61661854301622,167.23174910889054,0
3,813.5488124382674,182.4768659738719,0
0,929.1901365293303,163.94612110051364,0
4,199.4756851106567,174.2448331836784,1
9,11.13757647217306,47.319740749398115,0
4,330.9529051507779,187.09099509562128,0
3,30.499389647881348,136.13112390879763,1
1,827.974916078038,177.76698046825393,0
19,491.51225722625156,146.35424991152064,1
9,641.8607787630199,64.31410365243076,0
18,411.48487613654214,133.624367279765,0
0,345.5075470124819,45.46086075293397,1
4,222.20041307608486,148.27291513708695,0
12,770.5325470381457,99.53019398369736,0
3,695.5475844155293,55.79463942703552,1
15,360.7289844960861,196.4690686976304,0
15,321.11613429918293,183.18435211581578,0
1,1.2428786486790022,181.90243127855314,0
16,63.552130045472445,164.09945207988298,0
19,623.2555248926348,147.63679127439798,1
11,514.6073102354617,141.3635116496817,1
17,434.80320448502255,48.035952409655394,1
2,827.5022408016584,183.0962600041372,1
0,503.8982044028466,179.79182737178377,1
0,384.49358140731994,157.13494650922507,0
18,161.25634752498496,187.64354304277083,0
10,820.6880082146192,124.02418673765864,1
4,576.2482501211878,106.0991969019844,1
11,92.45996592275729,194.55105836826738,0
2,648.8983979970758,108.90230192560153,1
0,425.07074548840995,139.0251549814168,1
0,811.3862235879958,93.42056496593463,0
7,918.9145969959962,138.17545842335375,0
9,600.465813176246,152.4168292563669,1
10,731.6128193133665,136.19143929905357,1
11,56.59084760216571,117.47570000675361,0
12,560.2554550011572,81.01883559628959,1
11,755.339978355474,139.45376494315798,1
13,496.7621494781037,184.43291219443168,0
1,593.5500895043372,31.17514049884345,1
18,898.9481855810443,52.76793466304736,1
17,198.09957203119944,50.361436944975466,1
2,98.24650755191189,186.9449014917852,0
16,690.643613139501,142.66710712364448,0
7,822.848905522444,191.8039780999256,0
9,850.4901885825635,129.0782564461128,1
1,641.6444970912203,108.49459251707313,1
18,833.2134181708034,164.69829500844162,1
8,700.6642057232903,57.360185470788174,0
6,87.37691590679076,94.82747977394463,1
3,762.0435078849881,109.26662089081803,0
17,179.35968955032965,80.7379270670601,1
12,236.60934259097277,93.11855410944133,1
10,394.65062699866485,43.2778817771511,0
3,314.5670663263369,63.65721020642486,1
3,321.65173830291207,87.03444245625782,1
9,169.25952420404576,165.30137364963284,0
4,293.87104710954435,61.02455032328686,1
8,19.662589975881772,88.9288635773182,1
2,472.910946688326,41.036448993478984,1
16,768.5909587698068,124.70773862052302,1
2,862.2473692248396,133.91265098395772,0
15,820.4285589594384,177.13779878856838,1
3,416.45771899511317,169.2497197453339,0
17,730.4264811638562,78.51425229625968,1
16,287.89077409521246,53.282127162276154,1
6,55.562472717617936,56.534140975768636,1
4,675.9715253912666,194.72387031687558,0
11,648.796164736406,144.44838838125077,1
16,801.6293954628756,37.23703392655068,1
12,616.1062067028798,53.25247335766608,0
2,156.8916249739164,112.58601106716247,0
8,853.1623920501982,65.33089672983036,1
16,627.2527880187008,166.6220274500032,0
16,807.609699035004,127.44690998679204,0
19,774.1071203760408,134.14747532418073,1
15,297.8644872250884,108.68034316836601,0
12,74.55297485205237,73.53067182247364,1
18,176.50440908958487,130.19861424443292,0
16,92.86233431325076,151.8849078473244,0
3,243.4124320801364,93.06117319712837,1
11,459.532273025993,115.840417205032,1
8,906.8106049812828,172.74627498024566,1
18,872.0187559206346,55.275899509818245,0
11,718.599815095728,122.68815127659707,1
8,24.112359547825978,89.2301525109688,1
6,341.3892013205535,149.47510889692919,1
13,682.3484264845198,33.19774133760709,0
19,129.02889683906838,143.98046096654207,1
18,801.0878500159087,47.49261478275186,1
14,914.5736799875937,41.01051800892186,0
15,354.1044466378255,153.1859611629642,1
4,705.8430618638334,138.8581659936925,1
2,148.20413266871336,182.139108251752,1
11,690.8164491130269,118.34134248610967,1
19,21.455412287043284,120.10415233961841,0
3,150.77150681110098,150.1930320480136,1
15,709.88144660867,84.9775879800527,1
6,711.8502228763061,36.27511742172854,1
12,641.1627058451771,69.10779037223983,1
9,477.3640243842032,70.46228002238232,1
6,674.9080911719451,87.06200454729296,0
13,773.8007982887882,190.38866461687869,1
4,966.4816590367437,166.82327577273514,1
2,888.6410315486049,189.11256168488265,1
10,794.5342025661246,199.76363031921008,0
10,694.757516714373,103.74243069479756,1
17,574.1555454323673,68.60246383565178,0
14,120.60882335191624,125.20070741339235,1
11,165.55684209839293,179.79285037118018,1
8,820.2795606708995,109.17441637247829,0
9,803.3129122072206,115.9178814372831,1
11,614.458925973363,52.85464800773054,1
16,438.8401327161534,101.47743373651937,0
5,26.032649823605645,95.78911766745829,1
6,327.1769425285439,89.78704548712643,1
13,420.63965756531786,180.84077388711395,1
12,485.81628617342056,40.0812436460966,0
7,929.3245985612092,195.26502109254898,0
9,108.70939980014282,31.401960296433124,1
8,518.8669197797703,190.75098237146753,1
17,367.92229695827973,123.1680754825524,0
1,990.0981192160516,149.41569154801968,1
4,861.8640162829054,61.81258444817095,1
4,438.78585423892093,141.2159616328232,0
5,999.6956093547604,179.93280364971454,0
18,514.0632464714964,53.71162377172077,0
7,167.1177965914007,51.60387408645929,1
15,555.8746918267145,81.67624455541036,1
12,226.20576580364659,57.49340172081769,0
0,636.312840076252,48.80979417586901,1
19,937.4401748839256,145.3142361174996,1
16,786.1985768350282,66.35052436512343,1
6,273.1636904190552,143.39253289833766,1
12,296.85862496600714,176.52796860968877,0
3,69.28820309031202,140.8442145402101,1
3,285.8678356462774,50.292401885618155,0
5,92.62479967781722,127.50818758806565,1
18,499.44871932564286,96.91687631596365,0
11,708.3470794982576,88.3730592428241,0
6,751.1811614991585,84.15034966707147,1
9,59.52923224817908,188.00347804933975,0
18,339.95589823820205,156.22626763521373,1
6,288.1717665474337,52.75429422865015,1
2,104.30032298733461,110.92093155451884,0
12,362.4713109320057,84.09792279316633,0
12,299.32010913923614,196.2495131328129,0
17,634.4992293392767,196.2649254020388,0
19,883.302663733713,84.32086063661595,1
7,454.8417208732158,89.8592297447273,1
8,746.6651727668185,131.90041521321274,0
6,146.01036711067428,111.48219243567502,0
0,894.9663786438647,66.22714826693505,0
2,152.5947382150923,142.27006838806392,1
12,192.1011805993893,86.80186945879053,0
16,106.46380358767648,141.13180471646848,1
0,309.67950152053646,95.22585879572596,1
5,552.4104467155261,149.0356819555662,0
5,987.9941114063267,143.5259100512406,1
11,793.368034657544,116.49816850657012,1
12,380.43580289198195,149.80579842084126,1
12,575.8460579035705,108.36416495944259,0
14,623.3080309392077,49.74351094052089,0
15,822.7272212473471,60.95806306735029,1
10,736.4517854198004,71.81883280815418,0
4,569.2911269711403,40.748917798368424,1
3,669.1830270396567,150.93480750721392,0
2,745.9176109628996,92.45633856137513,1
18,133.1440591334043,45.89896037558954,0
19,200.45546130537994,169.39288052334865,0
17,688.5842889075168,146.22122835880774,1
14,850.4255619876321,106.87812031170915,0
8,409.2622826997678,72.06230696576482,1
16,979.890322471206,55.79680194478395,0
13,216.07173267337288,107.92361259836053,0
14,416.69928204343887,180.4917763117956,0
0,378.52304346325315,62.02720495623489,0
2,930.2959407264291,126.67206892855295,1
15,285.3785175725395,193.4866191877835,1
10,470.7907780422156,138.3098177099842,1
11,187.23383961532946,104.79400412649761,1
9,521.2662385624438,151.78340539961442,0
15,857.4041694635911,170.1782462331801,0
7,304.0394618905642,130.38777064076316,1
5,810.7920721628283,178.21150102880875,1
11,911.311582175626,117.4805990938754,1
7,72.95788971456363,171.10493037506362,1
3,756.424536319251,191.84327086896818,0
7,255.34343615049082,115.2113893939979,1
17,175.32766253662913,132.8502916495053,0
4,601.122392025036,133.60948230147193,0
8,705.6026162286997,162.8439268117094,0
3,394.7609857352138,169.9041928301619,0
16,39.17370708219059,34.628983755030326,0
8,908.7045241967932,154.67112589536595,0
0,730.7469168474951,163.2485915871404,0
19,271.66680668301467,149.07300470790028,1
12,496.8638557447399,151.32826208492634,1
15,27.792789967078015,37.038486061325806,0
12,339.28278180594185,105.14657253131404,1
13,522.5352355851182,169.0905404526959,0
2,517.2236151162501,188.78121402016762,1
5,208.18487800854112,69.00954649722891,1
17,776.7473661838907,128.46313985997517,1
18,298.86215852664344,166.73614072359922,1
4,580.4100231779727,157.90929928606158,1
14,271.5222255379748,135.21131988661347,1
1,425.1678729867702,33.17750200454004,1
9,207.51462525023024,153.0605928189662,1
17,633.0077925320384,161.45122555739854,0
12,425.5843601413507,152.88441612635796,0
4,16.117304487764272,160.18755745329264,0
0,28.164994016766087,103.25553175540625,1
0,471.13431847142215,198.93786480731646,0
17,183.22586690535437,161.033775698352,0
14,585.0420481447424,128.37560089759754,1
16,408.19178177202133,188.81251585692607,0
10,654.4198355397227,184.39371770786312,0
16,952.3951740639516,168.47640110682505,1
12,528.7361347952536,125.82813622724028,1
0,787.3786035900996,119.60717325494129,0
1,753.0409963159372,85.88034843566854,1
8,921.7911043238653,72.64925644767123,1
2,214.0178672380062,117.10111788576471,0
0,827.3269707849408,128.22289949103555,1
15,905.5203785046868,71.56949334800375,0
5,392.76298094757766,186.84221142109138,1
16,313.81619459896814,124.73657944483415,1
4,952.0359096782878,119.50590531496492,0
4,627.6328221388679,104.05852602224384,1
5,380.67648524146836,39.872120271866294,1
2,791.8277209316302,180.00822685817437,0
4,304.4739016157151,83.88901849531507,1
4,176.40758606986208,139.21825685961005,1
9,543.9696357977056,133.26370502490602,1
9,566.2120449106034,129.36276031536954,1
18,825.746482267338,119.37107434196929,0
16,457.02735502043004,60.844771683325774,1
13,814.5865395053415,77.70297597815414,1
8,311.32267934833845,119.11197211595102,1
13,575.368202177792,164.1882167714774,1
0,208.4727789007158,103.43812501057117,1
18,385.4459509165964,64.66683401784223,0
12,857.5396978328511,44.95055221692242,1
12,215.98819343575505,142.71187059398412,0
3,810.2394628992678,101.96779500559798,0
0,282.8716578474062,51.31305174584912,0
16,34.48971967945369,144.65936959778725,0
7,109.93457005684625,65.28838424524344,1
1,745.8795453207881,116.5327282116251,0
7,262.07092650214827,82.05195576306627,1
6,654.1455922412722,188.38731095378006,1
1,699.1989027572331,68.80897126609815,0
2,345.1184644346849,101.38614866214483,0
17,474.91898721114023,193.113911460761,1
11,403.7670904558106,84.18328058951361,0
0,947.3489963545339,139.58083771187,1
11,319.94886235158737,83.84359743007528,0
4,183.32304222496077,48.81474644993233,1
16,365.59284287557824,136.68302955632976,1
15,669.5157076020122,185.72536099850788,0
14,697.3626903614653,106.93599342979562,0
14,924.0573153600069,136.4500122577194,0
4,881.7544848758092,133.51273025362593,0
13,288.32052041727553,100.5652494467389,1
1,455.1632489675964,134.5324285900042,0
10,747.268988183434,74.08407435122527,1
18,916.5372806020251,94.26644378251885,1
6,337.16501285689185,105.19420558160377,1
5,444.44143417699587,176.88147620562168,1
1,899.4782704536088,89.21659212165333,0
5,358.4838731584227,137.9732981796905,0
17,480.51298619173576,66.27865236121278,1
1,904.5041412180789,72.93685393916755,1
17,802.2432179898482,140.2329088281962,0
14,243.4309250098028,159.5926876523226,0
18,324.79506541193336,108.55992000946785,1
1,352.9587274593391,86.96694845222031,1
19,912.7384734310598,184.74616450848632,1
5,998.9337371045391,53.08732855833726,0
0,774.00430215544,152.521420400389,0
14,484.3263024935066,147.3290274570075,0
9,10.173818067478969,147.34167766372502,1
18,697.4880565979574,189.02147555199915,0
16,389.36116449778467,153.79235116673468,1
4,632.9864702286054,81.2660821996293,0
3,606.6939634624288,90.07956811949256,1
9,480.8320565743873,96.48886544398204,0
16,944.387397726323,35.23747459667803,1
9,23.14634535534166,185.2967536194037,1
16,712.1324844725882,42.503942657016665,1
19,409.83986829954597,148.96502795657017,0
4,713.7904504916113,154.12737082336298,0
1,675.219647539632,173.43155860719173,1
5,10.238002575995386,124.07158345123884,1
1,285.33849517467127,153.29495205561128,1
12,189.09152050378043,81.46289715921168,1
10,166.98635294249232,156.7492818551743,1
10,728.4766841211327,88.3806753345206,1
15,239.5513490931246,183.48254133253832,1
10,474.73761498730084,57.774907320285074,1
18,246.98899528567952,83.6787428145721,1
14,580.2338234353299,114.7908067643722,0
15,720.573768059968,161.89459471517662,1
10,331.0747386981765,157.29584786751542,1
15,603.020848287122,65.8218686351656,1
7,824.854774413739,54.52006842400538,1
3,94.22428516449166,81.6748327299967,0
7,710.6705990412712,112.23820578490343,1
